,loss,train_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/training/learning_rate,config/training/batch_size,config/model/hidden_size_NN,logdir
0,0.003882661733392591,,,1714308320,,True,101,5ec527f8,2024-04-28_14-45-20,0.002886056900024414,595.8997373580933,927732,virtualHerbert,139.11.222.16,595.8997373580933,101,0.03768934816960834,250,15,5ec527f8
1,0.0020998491406752696,,,1714309633,,True,101,2fb6562b,2024-04-28_15-07-13,0.0024433135986328125,1906.3322126865387,928824,virtualHerbert,139.11.222.16,1906.3322126865387,101,0.0018595385575541374,50,5,2fb6562b
2,1.0388388242966093,,49.0,1714308686,,True,50,25b22f66,2024-04-28_14-51-26,17.81949234008789,956.8899705410004,928969,virtualHerbert,139.11.222.16,956.8899705410004,50,0.02221417129419776,50,45,25b22f66
3,0.04679866057046982,,49.0,1714308026,,True,50,957870da,2024-04-28_14-40-26,5.8231542110443115,294.0648009777069,929052,virtualHerbert,139.11.222.16,294.0648009777069,50,0.0002191257472487909,200,35,957870da
4,0.009980306988291207,,,1714308269,,True,101,7af08898,2024-04-28_14-44-29,0.0015799999237060547,533.9352686405182,929139,virtualHerbert,139.11.222.16,533.9352686405182,101,0.020322786409758258,250,25,7af08898
5,0.0016563799354860737,,,1714309599,,True,101,ce9a4387,2024-04-28_15-06-39,0.0016345977783203125,1861.745460510254,929225,virtualHerbert,139.11.222.16,1861.745460510254,101,0.00027938418412430075,50,35,ce9a4387
6,0.01270030780115504,,49.0,1714308006,,True,50,b46e8fc0,2024-04-28_14-40-06,5.218217849731445,266.7432773113251,929310,virtualHerbert,139.11.222.16,266.7432773113251,50,0.029906914330462154,250,15,b46e8fc0
7,0.0017811353403002182,,,1714309584,,True,101,c44d1c94,2024-04-28_15-06-24,0.0016906261444091797,1842.242141008377,929394,virtualHerbert,139.11.222.16,1842.242141008377,101,0.00022596320602352293,50,45,c44d1c94
8,0.2322097814835916,,49.0,1714308009,,True,50,26a52cca,2024-04-28_14-40-09,5.060701847076416,264.94118475914,929483,virtualHerbert,139.11.222.16,264.94118475914,50,0.0015104538120226608,250,5,26a52cca
9,0.001515364083734244,,,1714309603,,True,101,38303031,2024-04-28_15-06-43,0.001703023910522461,1855.963091135025,929567,virtualHerbert,139.11.222.16,1855.963091135025,101,0.040515534073966374,50,5,38303031
10,0.0059230439886750145,,49.0,1714308714,,True,50,7be8fa0e,2024-04-28_14-51-54,16.862329959869385,964.1225264072418,929654,virtualHerbert,139.11.222.16,964.1225264072418,50,0.007907617443663187,50,35,7be8fa0e
11,0.0010570001449522045,,,1714308275,,True,101,ed92e090,2024-04-28_14-44-35,0.0015327930450439453,522.4185726642609,929738,virtualHerbert,139.11.222.16,522.4185726642609,101,0.0014852136403546402,200,45,ed92e090
